date,channel,device,sessions,users,pageviews,bounce_rate,avg_session_duration_sec,conversions
2024-01-24,Email,Desktop,89,81,318,0.442,191.1,2
2024-01-24,Email,Mobile,124,94,331,0.385,93.7,1
2024-01-24,Email,Tablet,17,15,68,0.571,125.0,0
2024-01-24,Referral,Desktop,83,63,355,0.609,218.0,0
2024-01-24,Referral,Mobile,106,89,427,0.504,196.8,2
2024-01-24,Referral,Tablet,11,9,23,0.34,137.1,0
2024-01-25,Organic Search,Desktop,673,592,2269,0.455,177.2,18
2024-01-25,Organic Search,Mobile,596,455,1480,0.693,175.4,15
2024-01-25,Organic Search,Tablet,115,99,218,0.697,231.9,2
2024-01-25,Paid Search,Desktop,176,134,540,0.507,208.0,2
2024-01-25,Paid Search,Mobile,352,318,742,0.498,214.3,4
2024-01-25,Paid Search,Tablet,65,58,280,0.697,115.0,0
2024-01-25,Social,Desktop,350,302,1359,0.363,201.0,3
2024-01-25,Social,Mobile,455,402,1834,0.683,94.6,6
2024-01-25,Social,Tablet,47,41,184,0.595,224.3,0
2024-01-25,Direct,Desktop,227,198,515,0.47,173.5,5
2024-01-25,Direct,Mobile,175,155,337,0.385,182.9,5
2024-01-25,Direct,Tablet,28,23,119,0.443,53.0,0
2024-01-25,Email,Desktop,105,91,298,0.325,110.5,1
2024-01-25,Email,Mobile,137,119,381,0.302,85.5,1
2024-01-25,Email,Tablet,21,18,50,0.635,201.4,0
2024-01-25,Referral,Desktop,63,48,233,0.691,239.2,1
2024-01-25,Referral,Mobile,89,79,366,0.61,133.3,1
2024-01-25,Referral,Tablet,12,10,42,0.578,168.6,0
2024-01-26,Organic Search,Desktop,746,642,2295,0.674,170.8,9
2024-01-26,Organic Search,Mobile,889,742,1721,0.604,102.0,16
2024-01-26,Organic Search,Tablet,164,139,424,0.612,53.0,1
2024-01-26,Paid Search,Desktop,285,224,1210,0.414,167.1,2
2024-01-26,Paid Search,Mobile,391,338,1548,0.363,119.5,11
2024-01-26,Paid Search,Tablet,61,45,229,0.516,187.0,0
2024-01-26,Social,Desktop,358,338,892,0.69,207.9,4
2024-01-26,Social,Mobile,529,500,2119,0.387,76.1,14
2024-01-26,Social,Tablet,52,49,191,0.694,171.8,1
2024-01-26,Direct,Desktop,235,188,864,0.644,159.6,5
2024-01-26,Direct,Mobile,393,322,1429,0.535,214.7,9
2024-01-26,Direct,Tablet,42,31,105,0.624,180.1,0
2024-01-26,Email,Desktop,87,72,158,0.445,160.7,1
2024-01-26,Email,Mobile,138,123,603,0.436,143.4,4
2024-01-26,Email,Tablet,16,12,40,0.596,136.9,0
2024-01-26,Referral,Desktop,62,51,271,0.681,158.3,1
2024-01-26,Referral,Mobile,81,70,234,0.438,176.5,2
2024-01-26,Referral,Tablet,17,13,72,0.582,71.4,0
2024-01-27,Organic Search,Desktop,676,523,1647,0.655,162.4,4
2024-01-27,Organic Search,Mobile,789,701,2290,0.681,102.5,6
2024-01-27,Organic Search,Tablet,138,104,261,0.309,231.9,3
2024-01-27,Paid Search,Desktop,267,239,833,0.31,161.9,3
2024-01-27,Paid Search,Mobile,385,348,1676,0.625,195.1,2
2024-01-27,Paid Search,Tablet,37,27,92,0.487,183.2,1
2024-01-27,Social,Desktop,428,363,993,0.42,108.0,10
2024-01-27,Social,Mobile,467,439,1459,0.66,138.6,11
2024-01-27,Social,Tablet,73,55,306,0.544,159.1,1
2024-01-27,Direct,Desktop,263,242,732,0.613,148.2,5
2024-01-27,Direct,Mobile,316,254,1217,0.548,128.6,7
2024-01-27,Direct,Tablet,40,33,100,0.359,151.8,1
2024-01-27,Email,Desktop,127,104,470,0.319,185.4,2
2024-01-27,Email,Mobile,163,143,487,0.45,45.5,2
2024-01-27,Email,Tablet,23,17,49,0.591,154.8,0
2024-01-27,Referral,Desktop,81,64,251,0.349,69.7,1
2024-01-27,Referral,Mobile,115,101,357,0.67,107.1,1
2024-01-27,Referral,Tablet,10,8,34,0.478,109.9,0
2024-01-28,Organic Search,Desktop,759,636,1974,0.309,193.8,19
2024-01-28,Organic Search,Mobile,1013,857,4073,0.404,210.3,15
2024-01-28,Organic Search,Tablet,167,140,744,0.688,228.1,1
2024-01-28,Paid Search,Desktop,304,286,1175,0.665,147.8,5
2024-01-28,Paid Search,Mobile,418,345,1091,0.518,70.0,2
2024-01-28,Paid Search,Tablet,54,47,97,0.549,56.0,1
2024-01-28,Social,Desktop,344,275,849,0.431,202.3,6
2024-01-28,Social,Mobile,512,417,1231,0.547,51.4,7
2024-01-28,Social,Tablet,85,76,329,0.598,235.9,1
2024-01-28,Direct,Desktop,279,239,982,0.503,177.4,2
2024-01-28,Direct,Mobile,281,225,800,0.453,182.8,5
2024-01-28,Direct,Tablet,55,44,185,0.576,193.4,0
2024-01-28,Email,Desktop,102,90,319,0.346,152.4,1
2024-01-28,Email,Mobile,160,137,335,0.66,65.0,3
2024-01-28,Email,Tablet,18,14,52,0.573,127.6,0
2024-01-28,Referral,Desktop,75,63,237,0.433,135.3,2
2024-01-28,Referral,Mobile,100,87,321,0.407,138.9,0
2024-01-28,Referral,Tablet,16,12,54,0.58,188.8,0
2024-01-29,Organic Search,Desktop,781,657,1920,0.476,97.5,9
2024-01-29,Organic Search,Mobile,776,631,3389,0.692,223.0,20
2024-01-29,Organic Search,Tablet,147,132,364,0.322,236.2,2
2024-01-29,Paid Search,Desktop,280,210,878,0.357,212.0,2
2024-01-29,Paid Search,Mobile,341,266,1513,0.482,105.3,7
2024-01-29,Paid Search,Tablet,57,49,193,0.618,115.0,0
2024-01-29,Social,Desktop,462,351,1029,0.629,120.4,8
2024-01-29,Social,Mobile,480,406,1451,0.461,60.9,11
2024-01-29,Social,Tablet,77,71,301,0.646,97.1,1
2024-01-29,Direct,Desktop,211,184,584,0.493,45.2,1
2024-01-29,Direct,Mobile,277,227,631,0.599,90.1,2
2024-01-29,Direct,Tablet,46,34,195,0.545,152.7,0
2024-01-29,Email,Desktop,89,80,281,0.372,60.0,2
2024-01-29,Email,Mobile,143,117,395,0.373,57.8,2
2024-01-29,Email,Tablet,18,13,48,0.516,199.8,0
2024-01-29,Referral,Desktop,74,67,186,0.507,92.3,0
2024-01-29,Referral,Mobile,84,65,267,0.694,143.6,0
2024-01-29,Referral,Tablet,13,11,34,0.306,235.0,0
2024-01-30,Organic Search,Desktop,603,555,2678,0.528,199.2,8
2024-01-30,Organic Search,Mobile,1166,887,4960,0.672,74.5,20
2024-01-30,Organic Search,Tablet,121,105,240,0.592,104.5,1
2024-01-30,Paid Search,Desktop,238,223,937,0.361,146.2,3
2024-01-30,Paid Search,Mobile,384,311,1693,0.693,123.3,5
2024-01-30,Paid Search,Tablet,67,60,136,0.574,196.6,1
2024-01-30,Social,Desktop,307,264,988,0.355,137.2,8
2024-01-30,Social,Mobile,433,388,1704,0.486,231.8,7
2024-01-30,Social,Tablet,63,52,238,0.614,202.7,0
2024-01-30,Direct,Desktop,285,246,1145,0.668,209.8,5
2024-01-30,Direct,Mobile,315,268,1051,0.354,216.1,6
2024-01-30,Direct,Tablet,33,25,133,0.575,109.8,0
2024-01-30,Email,Desktop,99,75,408,0.472,88.3,1
2024-01-30,Email,Mobile,116,93,430,0.667,158.2,2
2024-01-30,Email,Tablet,21,16,93,0.599,125.3,0
2024-01-30,Referral,Desktop,50,44,157,0.642,232.8,1
2024-01-30,Referral,Mobile,137,119,335,0.655,114.9,3
2024-01-30,Referral,Tablet,15,12,47,0.68,120.1,0
2024-01-31,Organic Search,Desktop,673,619,1429,0.526,105.6,20
2024-01-31,Organic Search,Mobile,966,791,2965,0.322,119.8,27
2024-01-31,Organic Search,Tablet,154,130,315,0.539,71.2,1
2024-01-31,Paid Search,Desktop,341,320,1115,0.656,157.6,3
2024-01-31,Paid Search,Mobile,386,320,743,0.557,197.8,6
2024-01-31,Paid Search,Tablet,39,36,78,0.66,88.6,0
2024-01-31,Social,Desktop,294,236,705,0.609,235.6,7
2024-01-31,Social,Mobile,417,314,1513,0.485,219.6,6
2024-01-31,Social,Tablet,62,55,272,0.329,152.4,1
2024-01-31,Direct,Desktop,218,188,970,0.661,167.0,4
2024-01-31,Direct,Mobile,172,149,722,0.495,168.1,2
2024-01-31,Direct,Tablet,39,30,103,0.654,237.0,1
2024-01-31,Email,Desktop,128,114,276,0.474,147.2,1
2024-01-31,Email,Mobile,117,107,327,0.532,192.4,2
2024-01-31,Email,Tablet,17,15,43,0.344,87.1,0
2024-01-31,Referral,Desktop,67,53,259,0.498,139.0,1
2024-01-31,Referral,Mobile,96,82,374,0.404,187.8,1
2024-01-31,Referral,Tablet,13,10,36,0.578,180.1,0
2024-02-01,Organic Search,Desktop,530,398,1480,0.653,50.4,7
2024-02-01,Organic Search,Mobile,1035,871,2226,0.36,198.9,12
2024-02-01,Organic Search,Tablet,155,116,307,0.43,101.4,3
2024-02-01,Paid Search,Desktop,290,240,638,0.428,76.4,2
2024-02-01,Paid Search,Mobile,365,325,1603,0.311,113.5,3
2024-02-01,Paid Search,Tablet,47,39,139,0.559,220.3,1
2024-02-01,Social,Desktop,348,271,1267,0.664,120.1,8
2024-02-01,Social,Mobile,434,409,1550,0.58,68.3,2
2024-02-01,Social,Tablet,65,55,196,0.626,113.1,1
2024-02-01,Direct,Desktop,185,151,821,0.677,159.4,1
2024-02-01,Direct,Mobile,287,221,1007,0.643,187.0,7
2024-02-01,Direct,Tablet,43,34,138,0.317,211.4,0
2024-02-01,Email,Desktop,70,53,310,0.684,50.8,1
2024-02-01,Email,Mobile,124,107,277,0.326,45.3,3
2024-02-01,Email,Tablet,19,17,50,0.305,91.3,0
2024-02-01,Referral,Desktop,67,60,163,0.623,145.1,0
2024-02-01,Referral,Mobile,91,83,196,0.458,75.5,0
2024-02-01,Referral,Tablet,13,10,25,0.525,192.8,0
2024-02-02,Organic Search,Desktop,553,440,2082,0.411,53.1,9
2024-02-02,Organic Search,Mobile,985,868,4202,0.459,54.9,21
2024-02-02,Organic Search,Tablet,143,112,395,0.569,204.9,1
2024-02-02,Paid Search,Desktop,256,193,997,0.478,98.8,2
2024-02-02,Paid Search,Mobile,385,362,1659,0.455,158.3,2
2024-02-02,Paid Search,Tablet,46,41,98,0.458,210.8,0
2024-02-02,Social,Desktop,264,234,1110,0.327,191.5,3
2024-02-02,Social,Mobile,426,348,1112,0.679,97.1,11
2024-02-02,Social,Tablet,50,41,194,0.497,215.0,0
2024-02-02,Direct,Desktop,297,278,958,0.441,183.8,5
2024-02-02,Direct,Mobile,274,222,1209,0.621,153.8,6
2024-02-02,Direct,Tablet,51,44,198,0.481,52.8,1
2024-02-02,Email,Desktop,65,51,140,0.606,146.4,1
2024-02-02,Email,Mobile,126,109,524,0.387,101.1,1
2024-02-02,Email,Tablet,19,16,80,0.331,89.0,0
2024-02-02,Referral,Desktop,56,51,127,0.349,171.5,0
2024-02-02,Referral,Mobile,106,97,346,0.562,86.6,1
2024-02-02,Referral,Tablet,16,13,64,0.491,96.6,0
2024-02-03,Organic Search,Desktop,619,570,1532,0.483,92.4,18
2024-02-03,Organic Search,Mobile,1030,867,3698,0.666,209.2,8
2024-02-03,Organic Search,Tablet,162,123,457,0.654,122.5,1
2024-02-03,Paid Search,Desktop,353,293,1034,0.504,120.8,5
2024-02-03,Paid Search,Mobile,300,242,691,0.428,114.5,1
2024-02-03,Paid Search,Tablet,60,56,227,0.445,208.7,0
2024-02-03,Social,Desktop,373,287,1572,0.559,211.6,3
2024-02-03,Social,Mobile,396,375,823,0.604,87.8,7
2024-02-03,Social,Tablet,68,61,206,0.315,116.4,1
2024-02-03,Direct,Desktop,210,187,500,0.623,48.4,4
2024-02-03,Direct,Mobile,230,175,770,0.472,154.3,5
2024-02-03,Direct,Tablet,50,46,134,0.333,203.4,0
2024-02-03,Email,Desktop,108,81,240,0.341,209.9,1
2024-02-03,Email,Mobile,127,114,517,0.671,48.0,1
2024-02-03,Email,Tablet,20,18,40,0.529,75.5,0
2024-02-03,Referral,Desktop,82,61,187,0.311,154.4,2
2024-02-03,Referral,Mobile,107,96,256,0.658,94.4,2
2024-02-03,Referral,Tablet,19,17,50,0.574,85.7,0
2024-02-04,Organic Search,Desktop,617,506,2576,0.369,56.6,17
2024-02-04,Organic Search,Mobile,824,715,2867,0.344,55.1,4
2024-02-04,Organic Search,Tablet,148,124,553,0.683,142.0,0
2024-02-04,Paid Search,Desktop,252,210,952,0.316,112.7,6
2024-02-04,Paid Search,Mobile,396,298,1345,0.426,207.4,11
2024-02-04,Paid Search,Tablet,75,60,322,0.399,213.7,1
2024-02-04,Social,Desktop,435,395,1047,0.521,159.8,7
2024-02-04,Social,Mobile,548,437,1997,0.514,237.2,11
2024-02-04,Social,Tablet,76,68,206,0.603,54.0,2
2024-02-04,Direct,Desktop,211,182,492,0.607,70.6,4
2024-02-04,Direct,Mobile,331,283,948,0.595,115.0,4
2024-02-04,Direct,Tablet,47,35,169,0.498,234.5,0
2024-02-04,Email,Desktop,93,71,221,0.545,213.5,1
2024-02-04,Email,Mobile,119,89,431,0.661,53.9,2
2024-02-04,Email,Tablet,21,18,39,0.491,116.5,0
2024-02-04,Referral,Desktop,63,48,180,0.572,84.7,1
2024-02-04,Referral,Mobile,139,130,621,0.398,195.3,3
2024-02-04,Referral,Tablet,14,13,55,0.481,146.0,0
2024-02-05,Organic Search,Desktop,848,647,3656,0.404,152.1,11
2024-02-05,Organic Search,Mobile,655,536,1192,0.632,148.9,7
2024-02-05,Organic Search,Tablet,137,129,366,0.439,65.3,0
2024-02-05,Paid Search,Desktop,222,175,955,0.402,58.6,2
2024-02-05,Paid Search,Mobile,279,259,616,0.311,234.5,7
2024-02-05,Paid Search,Tablet,49,44,140,0.557,71.0,1
2024-02-05,Social,Desktop,248,220,497,0.508,220.2,7
2024-02-05,Social,Mobile,479,428,1973,0.412,53.5,3
2024-02-05,Social,Tablet,77,72,203,0.517,216.6,0
2024-02-05,Direct,Desktop,216,198,408,0.392,48.2,1
2024-02-05,Direct,Mobile,252,228,584,0.565,155.2,1
2024-02-05,Direct,Tablet,39,29,129,0.33,59.2,0
2024-02-05,Email,Desktop,60,56,119,0.541,185.1,0
2024-02-05,Email,Mobile,132,116,411,0.47,181.5,2
2024-02-05,Email,Tablet,13,10,32,0.339,101.0,0
2024-02-05,Referral,Desktop,77,71,317,0.3,183.9,1
2024-02-05,Referral,Mobile,105,79,366,0.52,209.0,2
2024-02-05,Referral,Tablet,16,12,31,0.575,215.6,0
2024-02-06,Organic Search,Desktop,596,452,1306,0.632,230.7,3
2024-02-06,Organic Search,Mobile,740,559,2186,0.603,215.4,17
2024-02-06,Organic Search,Tablet,146,111,487,0.427,57.4,4
2024-02-06,Paid Search,Desktop,251,204,1086,0.452,120.1,2
2024-02-06,Paid Search,Mobile,374,284,1299,0.305,185.5,8
2024-02-06,Paid Search,Tablet,43,38,176,0.47,125.1,0
2024-02-06,Social,Desktop,448,379,1471,0.541,223.8,7
2024-02-06,Social,Mobile,360,312,778,0.629,219.9,5
2024-02-06,Social,Tablet,51,38,222,0.384,62.0,0
2024-02-06,Direct,Desktop,165,146,456,0.51,188.7,2
2024-02-06,Direct,Mobile,236,191,956,0.361,221.0,4
2024-02-06,Direct,Tablet,34,30,84,0.372,128.2,0
2024-02-06,Email,Desktop,66,62,157,0.64,76.2,0
2024-02-06,Email,Mobile,109,98,217,0.594,77.2,2
2024-02-06,Email,Tablet,19,14,70,0.542,59.6,0
2024-02-06,Referral,Desktop,98,87,192,0.699,189.6,1
2024-02-06,Referral,Mobile,87,76,340,0.443,162.9,0
2024-02-06,Referral,Tablet,17,14,67,0.592,177.2,0
2024-02-07,Organic Search,Desktop,671,611,2589,0.601,138.2,16
2024-02-07,Organic Search,Mobile,749,651,1842,0.35,100.0,18
2024-02-07,Organic Search,Tablet,137,109,523,0.62,208.8,3
2024-02-07,Paid Search,Desktop,196,167,839,0.544,154.1,3
2024-02-07,Paid Search,Mobile,335,311,1419,0.614,52.8,6
2024-02-07,Paid Search,Tablet,48,41,184,0.69,93.2,1
2024-02-07,Social,Desktop,266,243,1073,0.486,55.1,2
2024-02-07,Social,Mobile,467,390,1872,0.453,76.8,12
2024-02-07,Social,Tablet,73,62,208,0.485,205.3,2
2024-02-07,Direct,Desktop,232,193,825,0.484,102.6,4
2024-02-07,Direct,Mobile,245,229,458,0.613,129.1,2
2024-02-07,Direct,Tablet,30,26,79,0.539,149.1,0
2024-02-07,Email,Desktop,94,84,310,0.69,148.2,2
2024-02-07,Email,Mobile,109,89,268,0.387,132.5,1
2024-02-07,Email,Tablet,19,16,80,0.657,212.8,0
2024-02-07,Referral,Desktop,71,62,148,0.455,52.3,1
2024-02-07,Referral,Mobile,73,62,173,0.456,232.1,1
2024-02-07,Referral,Tablet,14,13,49,0.597,79.4,0
2024-02-08,Organic Search,Desktop,750,602,3202,0.375,204.0,4
2024-02-08,Organic Search,Mobile,648,576,2509,0.463,50.3,7
2024-02-08,Organic Search,Tablet,134,112,585,0.367,221.9,2
2024-02-08,Paid Search,Desktop,238,187,710,0.525,205.1,1
2024-02-08,Paid Search,Mobile,269,254,626,0.677,187.3,4
2024-02-08,Paid Search,Tablet,48,40,175,0.314,167.4,0
2024-02-08,Social,Desktop,271,216,730,0.496,106.4,4
2024-02-08,Social,Mobile,443,418,1142,0.684,52.6,6
2024-02-08,Social,Tablet,57,44,181,0.352,131.6,0
2024-02-08,Direct,Desktop,295,245,594,0.514,48.8,2
2024-02-08,Direct,Mobile,256,230,789,0.495,199.6,2
2024-02-08,Direct,Tablet,41,33,153,0.587,232.1,0
2024-02-08,Email,Desktop,80,60,351,0.489,157.6,1
2024-02-08,Email,Mobile,139,127,602,0.587,178.3,2
2024-02-08,Email,Tablet,19,17,39,0.387,120.7,0
2024-02-08,Referral,Desktop,51,43,146,0.461,102.1,0
2024-02-08,Referral,Mobile,68,64,157,0.555,137.1,1
2024-02-08,Referral,Tablet,16,13,43,0.35,52.1,0
2024-02-09,Organic Search,Desktop,597,551,1845,0.405,131.2,15
2024-02-09,Organic Search,Mobile,676,539,1229,0.49,230.3,12
2024-02-09,Organic Search,Tablet,109,92,380,0.487,118.3,1
2024-02-09,Paid Search,Desktop,195,169,532,0.699,159.8,1
2024-02-09,Paid Search,Mobile,380,353,993,0.331,215.8,3
2024-02-09,Paid Search,Tablet,47,44,188,0.512,159.5,1
2024-02-09,Social,Desktop,354,298,1250,0.34,73.7,10
2024-02-09,Social,Mobile,304,265,704,0.509,232.7,3
2024-02-09,Social,Tablet,87,81,308,0.445,150.7,1
2024-02-09,Direct,Desktop,158,146,457,0.689,238.0,2
2024-02-09,Direct,Mobile,208,163,404,0.301,83.6,3
2024-02-09,Direct,Tablet,44,36,106,0.417,171.8,0
2024-02-09,Email,Desktop,116,94,217,0.628,156.3,1
2024-02-09,Email,Mobile,130,116,255,0.33,172.1,2
2024-02-09,Email,Tablet,17,15,37,0.667,96.7,0
2024-02-09,Referral,Desktop,66,58,219,0.638,170.2,0
2024-02-09,Referral,Mobile,98,80,284,0.492,136.3,2
2024-02-09,Referral,Tablet,12,10,31,0.6,196.7,0
2024-02-10,Organic Search,Desktop,766,641,2650,0.578,171.1,20
2024-02-10,Organic Search,Mobile,819,772,3407,0.696,145.8,8
2024-02-10,Organic Search,Tablet,112,96,260,0.352,166.7,1
2024-02-10,Paid Search,Desktop,273,258,637,0.623,137.5,6
2024-02-10,Paid Search,Mobile,399,308,1097,0.445,77.0,8
2024-02-10,Paid Search,Tablet,58,44,174,0.433,59.9,1
2024-02-10,Social,Desktop,328,303,1408,0.388,81.8,5
2024-02-10,Social,Mobile,385,301,975,0.351,72.3,10
2024-02-10,Social,Tablet,55,43,189,0.576,96.9,0
2024-02-10,Direct,Desktop,213,201,516,0.47,197.5,3
2024-02-10,Direct,Mobile,321,302,581,0.686,141.3,7
2024-02-10,Direct,Tablet,56,42,217,0.62,121.5,0
2024-02-10,Email,Desktop,102,93,402,0.662,115.8,1
2024-02-10,Email,Mobile,144,124,464,0.525,132.7,4
2024-02-10,Email,Tablet,15,12,48,0.689,95.6,0
2024-02-10,Referral,Desktop,75,63,309,0.632,219.8,1
2024-02-10,Referral,Mobile,112,92,224,0.482,156.2,0
2024-02-10,Referral,Tablet,18,16,78,0.343,48.9,0
2024-02-11,Organic Search,Desktop,785,680,3261,0.336,177.4,10
2024-02-11,Organic Search,Mobile,955,865,3423,0.624,218.6,18
2024-02-11,Organic Search,Tablet,145,117,442,0.385,128.1,1
2024-02-11,Paid Search,Desktop,354,315,914,0.343,182.7,8
2024-02-11,Paid Search,Mobile,407,316,1482,0.374,92.9,5
2024-02-11,Paid Search,Tablet,58,43,149,0.349,161.7,0
2024-02-11,Social,Desktop,308,271,668,0.63,192.3,8
2024-02-11,Social,Mobile,460,396,2000,0.598,149.0,9
2024-02-11,Social,Tablet,61,52,200,0.406,58.6,0
2024-02-11,Direct,Desktop,273,228,696,0.379,194.6,4
2024-02-11,Direct,Mobile,215,184,669,0.456,82.9,5
2024-02-11,Direct,Tablet,63,47,264,0.471,229.3,1
2024-02-11,Email,Desktop,92,73,224,0.689,132.4,2
2024-02-11,Email,Mobile,148,127,327,0.576,179.7,1
2024-02-11,Email,Tablet,23,17,67,0.308,54.4,0
2024-02-11,Referral,Desktop,76,60,177,0.619,49.0,1
2024-02-11,Referral,Mobile,101,77,237,0.358,75.4,1
2024-02-11,Referral,Tablet,14,12,45,0.649,163.6,0
2024-02-12,Organic Search,Desktop,714,589,1782,0.616,182.9,8
2024-02-12,Organic Search,Mobile,921,721,3943,0.337,82.8,6
2024-02-12,Organic Search,Tablet,147,127,438,0.562,82.2,2
2024-02-12,Paid Search,Desktop,275,220,732,0.333,222.9,3
2024-02-12,Paid Search,Mobile,234,191,755,0.695,169.1,2
2024-02-12,Paid Search,Tablet,59,53,259,0.492,203.0,1
2024-02-12,Social,Desktop,328,264,595,0.334,87.4,5
2024-02-12,Social,Mobile,496,390,1340,0.533,223.1,6
2024-02-12,Social,Tablet,67,61,223,0.31,200.3,1
2024-02-12,Direct,Desktop,201,183,477,0.648,153.1,2
2024-02-12,Direct,Mobile,343,292,1296,0.453,228.0,2
2024-02-12,Direct,Tablet,43,37,96,0.517,165.4,0
2024-02-12,Email,Desktop,106,95,236,0.587,231.0,1
2024-02-12,Email,Mobile,123,92,454,0.461,159.1,2
2024-02-12,Email,Tablet,15,11,49,0.645,79.3,0
2024-02-12,Referral,Desktop,50,46,149,0.698,127.1,0
2024-02-12,Referral,Mobile,103,95,283,0.578,111.0,0
2024-02-12,Referral,Tablet,12,11,50,0.48,59.3,0
2024-02-13,Organic Search,Desktop,659,528,2832,0.685,200.0,19
2024-02-13,Organic Search,Mobile,818,621,2602,0.654,80.8,19
2024-02-13,Organic Search,Tablet,149,135,270,0.509,180.3,3
2024-02-13,Paid Search,Desktop,262,211,494,0.605,124.0,3
2024-02-13,Paid Search,Mobile,262,247,1077,0.378,117.5,1
2024-02-13,Paid Search,Tablet,60,48,202,0.615,78.8,1
2024-02-13,Social,Desktop,302,238,849,0.681,209.4,1
2024-02-13,Social,Mobile,457,432,1358,0.435,229.4,12
2024-02-13,Social,Tablet,58,45,227,0.628,227.3,0
2024-02-13,Direct,Desktop,238,185,680,0.424,50.8,2
2024-02-13,Direct,Mobile,331,286,1425,0.632,222.8,7
2024-02-13,Direct,Tablet,46,34,138,0.38,232.1,1
2024-02-13,Email,Desktop,59,47,176,0.413,65.6,0
2024-02-13,Email,Mobile,100,87,217,0.429,113.1,2
2024-02-13,Email,Tablet,16,14,32,0.405,126.4,0
2024-02-13,Referral,Desktop,58,43,206,0.46,128.6,1
2024-02-13,Referral,Mobile,87,70,277,0.402,187.4,1
2024-02-13,Referral,Tablet,17,14,64,0.622,218.9,0
2024-02-14,Organic Search,Desktop,625,520,2398,0.647,46.9,6
2024-02-14,Organic Search,Mobile,815,772,1716,0.501,218.0,16
2024-02-14,Organic Search,Tablet,157,139,632,0.67,94.0,3
2024-02-14,Paid Search,Desktop,193,158,624,0.531,147.6,4
2024-02-14,Paid Search,Mobile,343,292,1493,0.31,67.1,3
2024-02-14,Paid Search,Tablet,69,53,190,0.66,100.7,1
2024-02-14,Social,Desktop,393,332,1590,0.598,213.4,5
2024-02-14,Social,Mobile,368,298,1467,0.597,104.0,8
2024-02-14,Social,Tablet,68,57,210,0.552,170.2,1
2024-02-14,Direct,Desktop,242,223,725,0.581,51.0,5
2024-02-14,Direct,Mobile,311,288,1346,0.415,55.2,7
2024-02-14,Direct,Tablet,50,44,127,0.667,190.0,1
2024-02-14,Email,Desktop,112,105,416,0.642,71.2,0
2024-02-14,Email,Mobile,117,100,409,0.302,61.6,1
2024-02-14,Email,Tablet,21,19,66,0.497,157.7,0
2024-02-14,Referral,Desktop,47,40,106,0.486,51.7,0
2024-02-14,Referral,Mobile,66,61,152,0.657,100.9,1
2024-02-14,Referral,Tablet,16,14,66,0.481,150.2,0
2024-02-15,Organic Search,Desktop,655,572,1273,0.434,212.1,6
2024-02-15,Organic Search,Mobile,966,828,3968,0.518,208.8,14
2024-02-15,Organic Search,Tablet,110,102,352,0.431,218.2,1
2024-02-15,Paid Search,Desktop,234,201,688,0.407,133.8,5
2024-02-15,Paid Search,Mobile,391,339,1486,0.503,225.9,2
2024-02-15,Paid Search,Tablet,50,37,196,0.421,111.7,0
2024-02-15,Social,Desktop,276,244,1162,0.477,65.5,3
2024-02-15,Social,Mobile,303,272,986,0.623,103.0,5
2024-02-15,Social,Tablet,50,45,202,0.641,232.9,1
2024-02-15,Direct,Desktop,236,191,680,0.495,181.6,4
2024-02-15,Direct,Mobile,214,202,879,0.586,65.3,4
2024-02-15,Direct,Tablet,48,44,126,0.665,123.5,0
2024-02-15,Email,Desktop,69,54,307,0.394,196.6,1
2024-02-15,Email,Mobile,107,93,328,0.671,74.4,0
2024-02-15,Email,Tablet,23,19,71,0.575,119.2,0
2024-02-15,Referral,Desktop,48,37,190,0.424,218.8,0
2024-02-15,Referral,Mobile,76,61,184,0.319,210.5,0
2024-02-15,Referral,Tablet,16,13,69,0.573,224.5,0
2024-02-16,Organic Search,Desktop,473,358,1756,0.407,144.3,8
2024-02-16,Organic Search,Mobile,844,714,1544,0.554,197.2,18
2024-02-16,Organic Search,Tablet,125,116,496,0.348,229.7,1
2024-02-16,Paid Search,Desktop,330,276,1446,0.614,225.4,4
2024-02-16,Paid Search,Mobile,215,201,657,0.61,150.1,5
2024-02-16,Paid Search,Tablet,57,46,185,0.433,143.4,0
2024-02-16,Social,Desktop,280,219,1098,0.385,63.3,4
2024-02-16,Social,Mobile,531,408,1190,0.355,209.1,12
2024-02-16,Social,Tablet,62,50,111,0.429,130.2,1
2024-02-16,Direct,Desktop,168,159,712,0.538,215.5,3
2024-02-16,Direct,Mobile,283,216,1017,0.528,236.5,7
2024-02-16,Direct,Tablet,28,24,77,0.666,69.0,0
2024-02-16,Email,Desktop,103,87,188,0.443,82.0,0
2024-02-16,Email,Mobile,153,121,635,0.632,108.3,3
2024-02-16,Email,Tablet,16,14,32,0.695,198.1,0
2024-02-16,Referral,Desktop,79,68,310,0.532,87.3,0
2024-02-16,Referral,Mobile,81,61,188,0.697,132.2,1
2024-02-16,Referral,Tablet,11,8,29,0.331,184.7,0
2024-02-17,Organic Search,Desktop,859,671,3811,0.443,150.2,14
2024-02-17,Organic Search,Mobile,1109,966,2402,0.424,160.4,29
2024-02-17,Organic Search,Tablet,132,108,497,0.568,49.1,2
2024-02-17,Paid Search,Desktop,352,294,1240,0.347,89.9,3
2024-02-17,Paid Search,Mobile,307,283,956,0.404,162.8,2
2024-02-17,Paid Search,Tablet,57,46,128,0.637,187.4,1
